7.465291913000785939e+01 -7.326732809003821956e+00 2.886559687273378927e+01
9.592904199565555245e+01 -6.767539009827716612e+00 -1.759859819538845827e+01
-1.825732858113102708e+01 -6.000733682224112897e+01 -2.742285165507070133e+01
7.414759031999591343e+01 4.206059252988936237e+01 -3.876376717129259575e-01
6.028887397558766281e+01 -1.511640851540787480e+02 -2.703627144073404054e+01
-2.790871361748661172e+01 -1.727444801401655923e+02 -1.257723778593550179e+01
1.221863016683322201e+00 -3.937938310833972366e+01 7.998683860662481493e+00
-1.895685433766432766e+02 2.858925411463300037e+01 -1.231557269857764858e+01
-3.838965364400892355e+01 7.556938778365247344e+01 -2.196246579632660101e+01
5.226401113209568905e+01 8.293812502430188260e+01 2.885283277455867790e+01
1.663907028177819996e+02 4.948129951634645352e+01 7.181139059708574024e+00
-1.263042576313930283e+02 -5.983639428125542281e+01 1.138105673192890777e+01
6.764251530096578335e+01 -2.799276095556311361e+01 -2.398834339037525609e+01
1.250875560533613040e+01 3.909382745037688522e+01 1.713355544080991066e+01
5.615920040211319630e+00 -1.678148995224410100e+02 1.717565276941934727e+01
-1.678259999327896139e+02 6.162637395253689476e+01 -1.092779152105227780e+01
-6.708014513207754703e+01 -8.819649478779921026e+01 -4.017982245759313997e+01
4.171868932247853223e+01 -8.649532927411267735e+01 -3.650668586373869573e+01
2.688006343119884178e+01 1.014515755172240574e+02 1.852650684773641387e+01
-1.617158896234318206e+02 7.499203554395439397e+00 3.013604825306441626e+01
1.229581704846482921e+02 -7.199165572634056787e+01 -4.527830308413790306e+01
1.044758891354598376e+02 -9.800813827646264542e+01 3.679756605431594352e+01
1.612609478441186752e+02 1.876636978860064531e+01 4.144285297083853692e+01
3.902457449236358400e+01 3.546275702778300953e+00 2.831457751825938729e+01
1.103464568827667875e+02 -2.836029098954244887e+01 3.192316226537592527e+01
-3.162039155056102402e+01 4.102892385501068873e+01 1.402608536642256887e+01
1.157022665145909883e+02 1.482920490594080434e+02 -1.088567369733095447e+01
9.589363281743024103e+00 1.832200320527960571e+02 -3.333845066397511658e+00
-7.702714755532049651e+01 1.387214943084384231e+02 2.518654230728373378e+01
8.127178297748413627e+01 -1.691091886648079523e+01 -4.831087894533811067e+01
-1.183236556818714575e+02 1.437630980271970316e+02 -3.671200706797345248e+01
-8.807989280860377335e+01 1.127150593860393180e+01 2.301962914616250089e+01
-1.322180085327217967e+02 -1.331973175289749065e+02 3.241199008227374634e+01
-8.455014997031682356e+01 1.526633544244606924e+02 -1.248649213813158809e+01
-5.911950536318633453e+01 -1.502892845165626454e+02 -5.402486863430966402e+00
6.825790150351198804e+01 1.387753276547472865e+02 3.989483998647198604e+01
-9.291188412945103892e+01 1.300724573205713739e+02 1.674740857447159925e+01
1.929763747431783827e+02 -2.946914872630341620e+01 1.784804326046981515e+01
-2.457065614697828693e+01 1.263820104802366728e+02 3.084072774560117125e+01
1.696200724177034829e+02 8.786888321739070307e+01 2.894256295264615630e+01
1.747522260311553737e+02 6.391977805642304133e+01 -9.379407226782010554e+00
1.000519702642257869e+02 -1.116337018942778627e+02 4.450525538517084811e+01
7.997813197393308826e+01 1.498672805141850404e+02 4.667510010741597881e+01
-1.709847452343393286e+02 -1.393283544098413707e+01 -3.281234832810712021e+01
3.990738051019686594e+01 4.823192896197028290e+01 -1.062179023932686661e+01
-4.027134454374468220e+01 1.009928512649243828e+02 7.917408292147753990e+00
1.750935513981544034e+02 -6.885322133408936907e+01 -1.360457588152974573e+01
-9.988775365655371274e+01 -1.327963853601943924e+02 3.564028877333444001e+01
5.123248194503409536e+01 6.564008977321229565e+01 4.737817712626571165e+01
2.238059523060287148e+01 1.876808102337136575e+02 -2.515968644345240079e+01
1.282413278041272235e+02 -6.053276992332286000e+01 2.235601071467974066e+01
1.626550774588597221e+02 9.111053783726852373e+01 1.526060363471978221e+01
6.261802559066831364e+00 1.522713322922206203e+02 -2.516615448585260850e+01
-1.343349138915389176e+02 2.830632432487147909e+01 -7.629404292042196722e+00
6.956892787031847547e+01 -1.811958499648502752e+00 -4.417770782696609189e+01
9.083081096548180255e+01 1.848807528205194117e+01 2.738554287379543339e+01
-6.929739019009377898e+01 -4.666745029598029504e+01 1.542050006766537606e+01
-1.262436244809022057e+01 -3.002650137088984650e+01 -3.547786096511550369e+01
-6.758013811227998247e+01 1.685567396302913892e+02 -2.417161463790850107e+01
-7.107352894384084152e+01 4.723578407952011560e-01 3.820100532705854590e+01
1.163972006732314100e+02 1.523831370669093133e+01 7.705631454646089118e-01
-4.739211842835335631e+01 9.620226008284982200e+00 1.071576252387573813e+00
3.385535384469493181e+01 -9.907513225070717056e+01 7.516996130471264692e+00
1.333655296718168017e+02 -1.143537045664969867e+02 -2.589831324125597689e+01
1.709370798155238447e+01 1.513756315203218037e+02 -4.681714062729563608e+01
-8.458480558725946707e+01 -4.823579659470414072e+01 -1.674811840789306316e+01
2.589559191867092380e+01 -5.306227834377943253e+01 -1.186640764610118381e+01
-1.580879032858145479e+02 4.269181865316164703e+01 -3.238143813788008085e+00
5.659617783931931712e+01 -1.311435424806455217e+02 -3.751052021339766895e+01
1.410853013037895209e+02 -1.296031544499818722e+02 -3.899957698739875411e+01
-6.096795465759186072e+01 9.744580549648760837e+01 3.613641785729595313e+01
-1.384720065261425361e+02 3.984746753499956640e+01 4.265355634903915671e+01
-2.749708565081228073e+01 7.163103150334913494e+01 3.658370852130383355e+01
1.109805487544276161e+02 -1.378904258854876161e+02 -2.464949823371911464e+01
