8.754824975251622732e+01 -2.659725126859861888e+01 4.290759494406016117e+00
5.961749944045911320e+01 -1.521778546556214451e+02 -3.000092965706366854e+01
6.662147832751896814e+00 1.542334332019404428e+02 1.867525186361929102e+00
-1.130408611168935096e+02 -1.287093849309782456e+02 3.996977210657149016e+01
5.725808547824455985e+01 4.483553344240376504e+01 9.535932975001470524e+00
1.878731104327602282e+02 -4.438062290445614622e+01 -2.249094226998462531e+01
-9.745293793221909695e+00 1.561234334650510220e+02 -2.670337397164335158e+00
1.939839546862662800e+01 -1.077146685250746714e+02 -2.487961146364330389e+01
-1.232079354906229440e+02 -6.477309895679934471e+01 4.943768271674807835e+01
1.464133470680246205e+02 6.037658268844792531e+01 2.394685929028144145e+01
-4.429383918022043076e+01 4.987643517884303890e+01 4.004346464174196285e+01
-1.719712679325378133e+02 9.018368546850990697e+01 1.066223906914079933e+01
-4.724938638620401576e+01 -7.347924142539952186e+01 -3.809411418159546514e+01
-4.642315619561498963e+00 1.359768710083550900e+02 -3.469051945826792149e+01
-2.530023749715088854e+01 -4.903016453778028705e+01 -3.128231543507475898e+00
9.317386018462197228e+01 -1.030530197957284884e+02 2.432916655675088080e+01
3.449916805662623176e+01 8.875572186495443816e+01 -4.148914857186824889e+01
-4.798692951052419176e+01 1.528986637145823693e+02 4.210197528367897846e+00
7.467853262336738851e+01 4.759891168420735852e+01 -2.326895936603180459e+01
-3.204306278311243972e+01 -4.670259465187407244e+01 -8.878331634385084215e+00
-5.799401461116193701e+01 5.393253970760758520e+00 -3.651693997134076852e+01
2.734150819494178819e+01 -6.847468126901961227e+01 -4.807880323520414834e+01
-1.455575449940598176e+01 -1.205172022076002918e+02 -1.912262851954206155e+01
-4.348732337844563034e+01 -1.298432052619967862e+02 4.912229979214151143e+01
-6.265212889844025312e+01 1.878869630691079635e+02 6.357347590871109233e+00
2.145136872002195716e+01 -5.469139712256989583e+01 1.175938892613005393e+01
-1.271130781134897916e+02 -9.553706053146288468e+01 -3.229815153726656973e+01
-1.601463866193868313e+01 -8.662468323929087433e+01 -9.820302093172294633e+00
-1.043929107449062457e+02 -1.437151400369642715e+02 -1.791728220460235832e+01
-1.673478908203957189e+02 3.295627672834533683e+01 -1.516992643659974505e+01
7.448295544568415494e+01 -9.951803484193445115e+01 -1.125412573211520595e+01
1.872640381667966096e+02 -3.521948218426449273e+01 -1.381901398142092496e+01
-4.521979183129198532e+01 -1.574392968674635256e+02 2.498790246935173087e+01
1.684971440763234227e+02 4.078155222221382559e+01 -3.119242746784427567e+01
-6.290382487013568280e+00 5.742740120962470485e+01 3.172021853790282364e+01
-8.902230086553508670e+01 -8.054791049916909174e+01 2.860727194430717901e+01
